budget,popularity,revenue,runtime,title,vote average
20000000,18.666876,65569869,109,Street Kings,6.3
20000000,55.964605,46089287,109,The World's End,6.7
0,5.0348,0,99,Nancy Drew,5.8
20000000,28.019226,51416464,98,Daybreakers,6
20000000,16.176976,49779728,104,She's Out of My League,5.9
20000000,17.237143,17425000,109,Monte Carlo,6
9000000,4.34503,27105095,100,Stay Alive,5.3
0,11.360997,0,119,Quigley Down Under,6.5
20000000,12.300789,39300000,88,Alpha and Omega,5.3
20000000,15.804814,37597471,97,The Covenant,5.2
0,9.750557,0,105,Stick It,6.3
40000000,4.100942,28972508,89,Shorts,5.1
20000000,12.309715,21284514,106,To Die For,6.7
20000000,62.933899,83707310,96,Nerve,7.1
20000000,16.074397,20211394,115,Appaloosa,6.3
20000000,17.016284,0,108,Vampires,5.8
806948,93.067866,32000000,109,Psycho,8.2
20000000,17.145287,36620508,101,My Best Friend's Girl,5.4
20000000,27.256849,34077920,103,Endless Love,6.7
20000000,7.878177,0,113,Georgia Rule,5.6
20000000,0.173964,2297493,98,Under the Rainbow,4.9
20000000,14.370111,18432000,121,Ladyhawke,6.8
20000000,11.090254,18253415,114,Simon Birch,6.5
20000000,20.82778,22222308,124,Reign Over Me,7.1
15000000,43.644978,56255142,148,Into the Wild,7.8
20000000,8.244324,17807569,100,School for Scoundrels,5.6
20000000,23.292761,52302796,94,Silent Hill: Revelation 3D,5
19000000,64.181668,25836616,108,From Dusk Till Dawn,6.9
0,9.03154,0,68,Pooh's Heffalump Movie,6.4
0,4.031585,17519169,103,Home for the Holidays,6.3
20000000,13.658985,100914445,99,Kung Fu Hustle,7.2
35000000,6.908351,0,88,The Country Bears,4.3
20000000,10.446722,73276047,128,The Kite Runner,7.3
20000000,32.243357,60427839,124,21 Grams,7.2
20000000,9.149089,16605763,84,Paparazzi,5.8
20000000,5.596835,17432163,101,A Guy Thing,5.3
0,5.214408,0,98,Loser,5
20000000,10.50098,17436509,120,Capitalism: A Love Story,7
20000000,3.011205,15473333,199,The Greatest Story Ever Told,6.5
19500000,15.012237,34854990,111,Secret in Their Eyes,6.2
25000000,16.238961,14109284,87,Disaster Movie,3
20000000,15.21229,22942221,88,Armored,5.5
20000000,6.397042,13801755,97,The Man Who Knew Too Little,6.5
20000000,19.220789,30426096,106,What's Your Number?,6.2
20000000,35.232278,32204030,95,Lockout,5.8
40000000,9.842771,0,99,Envy,4.8
20000000,35.542809,34560577,96,Crank: High Voltage,5.9
0,7.829295,0,98,Bullets Over Broadway,7
20000000,3.476925,13391174,123,One Night with the King,6.1
30000000,5.133744,27674124,101,The Quiet American,6.4
20000000,14.031377,12482775,101,The Weather Man,6
20000000,17.227376,12398628,96,Undisputed,6.1
0,17.98817,0,102,Ghost Town,6.4
20000000,15.66135,17280326,108,12 Rounds,5.7
20000000,19.705311,24145613,116,Let Me In,6.7
0,2.645722,0,93,3 Ninjas Kick Back,4.5
0,17.662683,0,102,Be Kind Rewind,6.2
0,2.894154,0,103,Mrs Henderson Presents,6.4
20000000,29.371987,12639297,115,Triple 9,5.6
20000000,11.352693,10686841,96,Deconstructing Harry,7.3
20000000,7.553773,0,98,Three to Tango,5.4
20000000,30.477114,36606743,100,Burnt,6.3
20000000,9.927018,0,106,We're No Angels,5.6
20000000,12.379781,0,101,Everyone Says I Love You,6.5
20000000,12.643703,16974459,105,Death Sentence,6.5
21000000,15.440465,0,99,Everybody's Fine,6.5
0,5.886228,9109322,88,Superbabies: Baby Geniuses 2,1.9
0,6.925645,12382362,83,The Man,5.4
20000000,9.36146,10337477,84,Code Name: The Cleaner,4.7
20000000,6.102663,11341016,98,Connie and Carla,6.4
8000000,0.709143,20000000,149,Sweet Charity,6.5
20000000,45.742217,11110975,148,Inherent Vice,6.5
0,1.682839,0,85,Doogal,3.2
20000000,8.237336,16549477,110,Battle of the Year,5.9
20000000,2.605374,7000000,83,An American Carol,4.1
12000000,29.072964,15008161,107,Machete Kills,5.3
22000000,1.322528,0,100,Willard,5.8
0,4.961306,6575282,87,Strange Wilderness,4.7
0,8.628519,0,160,Topsy-Turvy,6.7
20000000,12.232048,6420319,106,Little Boy,7
15000000,27.133277,27462041,99,A Dangerous Method,6.2
8700000,26.093043,7659918,100,A Scanner Darkly,6.8
0,13.621201,0,117,Chasing Mavericks,7
20000000,9.292987,10442808,96,Alone in the Dark,3.1
20000000,7.716606,5210988,111,Bandslam,5.4
20000000,7.698075,0,100,Birth,5.9
20000000,37.629309,12007070,125,A Most Violent Year,6.5
0,2.405911,0,114,Passchendaele,6.3
0,3.350297,0,119,Flash of Genius,6.3
20000000,13.032308,4001121,135,I'm Not There.,6.6
20000000,15.131867,16863583,93,The Cold Light of Day,4.8
20000000,10.218307,5530764,114,The Brothers Bloom,6.8
21000000,12.761176,0,124,"Synecdoche, New York",7.4
26500000,60.732738,159375308,134,Princess Mononoke,8.2
0,0.49446,0,114,Bon voyage,5.7
0,6.574285,0,124,Can't Stop the Music,4.9
2000000,14.617944,5048693,104,The Proposition,7.1
20000000,3.102987,0,118,My All American,6.8
20000000,5.65327,1675706,84,Marci X,3.3
20000000,44.566609,5359645,107,Equilibrium,6.9
40000000,8.978408,7400000,125,The Children of Huang Shi,6.5
0,10.150993,0,115,The Yards,6
0,0.28576,0,88,The Oogieloves in the Big Balloon Adventure,2.2
10000000,11.267676,3727746,122,By the Sea,5.4
20000000,9.129808,0,126,Steamboy,6.4
0,2.013405,0,101,The Game of Their Lives,5.8
0,20.086645,0,101,All Good Things,5.9
20000000,3.581906,305070,107,Rapa Nui,6.2
0,12.373248,47301471,86,CJ7,6.1
0,12.283025,0,118,The Visitors II: The Corridors of Time,5.8
20000000,10.617236,4634062,107,Dylan Dog: Dead of Night,4.5
20000000,6.377308,0,100,People I Know,5.5
20000000,3.620537,346594,110,The Tempest,6
0,27.215666,17671101,106,Regression,5.3
0,4.127155,0,102,Three Kingdoms: Resurrection of the Dragon,6.6
20000000,13.118983,0,95,Butterfly on a Wheel,6.3
20000000,14.182301,0,83,Zambezia,5.3
0,0.416179,0,170,Ramanujan,5
0,0.485405,0,98,Dwegons,0.5
20000000,7.444189,0,105,Hands of Stone,6.1
20000000,33.625477,0,96,Survivor,5.4
27220000,28.060472,5496951,105,The Frozen Ground,6.1
19400000,20.746932,0,125,The Painted Veil,7.1
27000000,7.727035,0,150,The Baader Meinhof Complex,7.1
22000000,45.707835,424208848,181,Dances with Wolves,7.6
20000000,28.497242,216197492,92,Bad Teacher,5.4
19000000,11.47316,110879513,113,Sea of Love,6.7
19000000,25.28132,70067909,95,A Cinderella Story,6.1
14000000,45.99611,173046663,111,Scream,7
0,20.392858,0,91,Thir13en Ghosts,5.4
19000000,78.699993,44017374,144,The Shining,8.1
19000000,76.603233,381109762,116,Back to the Future,8
19000000,13.664614,40846082,93,House on Haunted Hill,5.5
0,2.242809,0,113,I Can Do Bad All By Myself,6
27000000,1.224105,0,90,Fight Valley,3.9
19000000,27.494037,49830607,101,The Switch,5.9
18000000,18.47518,101564935,95,Just Married,5.3
19100000,10.559414,5728213,109,The Devil's Double,6.5
0,1.916351,0,85,Thomas and the Magic Railroad,4.6
20000000,28.867568,54956140,101,The Crazies,6.2
15000000,118.968562,274925095,125,Spirited Away,8.3
0,3.376967,0,110,Firestorm,5.9
25000000,7.436491,8613462,132,The Bounty,6.5
0,57.84156,76586316,131,The Book Thief,7.4
19000000,17.952817,18755936,109,Sex Drive,6
19000000,21.959742,29922472,100,Leap Year,6.4
19000000,4.229942,4750000,188,The Fall of the Roman Empire,6
19000000,11.766564,6928068,97,Take Me Home Tonight,6.2
0,2.366251,5310554,121,Won't Back Down,5.8
19000000,0.068228,2119994,93,The Nutcracker,5.6
18000000,5.380733,0,116,Kansas City,6.1
0,5.625989,0,110,Indignation,6.8
19000000,30.205943,108047131,90,The Amityville Horror,6
19000000,26.441669,32801173,114,Adaptation.,7.3
15000000,15.262492,46770602,93,Land of the Dead,6
0,1.583918,0,107,Out of Inferno,5.8
18500000,44.511363,10680275,118,Fear and Loathing in Las Vegas,7.2
18500000,16.665841,31912793,100,The Invention of Lying,6
18000000,36.471231,268157400,96,Neighbors,6.2
23000000,85.30318,351583407,101,The Mask,6.6
18000000,20.716023,151668774,104,Big,6.9
18000000,29.487784,261572744,82,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5
18000000,25.43954,141774679,96,Legally Blonde,6.1
18000000,15.314027,87000000,105,Star Trek III: The Search for Spock,6.4
19000000,32.602868,144216468,122,The Exorcism of Emily Rose,6.3
17000000,9.832326,65535067,88,Deuce Bigalow: Male Gigolo,5.5
16000000,33.452469,19682924,110,Left Behind,3.7
0,14.190837,0,103,The Family Stone,6.2
18000000,6.501815,65070412,106,Barbershop 2:  Back in Business,5.6
23000000,26.58873,76488889,91,Bad Santa,6.5
16500000,36.15716,67683989,94,Austin Powers: International Man of Mystery,6.5
18000000,16.027955,88923251,94,My Big Fat Greek Wedding 2,5.5
21000000,14.329891,72417394,99,Diary of a Wimpy Kid: Rodrick Rules,6.3
18000000,50.009408,98235548,107,Predator,7.3
18000000,31.82675,51973029,160,Amadeus,7.8
0,9.642041,14796236,88,Prom Night,4.8
17000000,36.423717,129042871,97,Mean Girls,6.9
0,12.309718,0,113,Under the Tuscan Sun,6.4
19800000,11.693272,87754044,137,Gosford Park,6.8
18000000,12.243887,41382841,103,Peggy Sue Got Married,5.9
18000000,89.811154,103215094,119,Birdman,7.4
18000000,34.694216,99206215,98,Blue Jasmine,7
15000000,17.50138,76286096,111,United 93,6.9
18000000,18.492655,62646763,94,Honey,6
18000000,11.238522,0,81,Spy Hard,4.9
1000000,14.518598,21378361,89,The Fog,6.4
18000000,19.234672,47088990,106,Soul Surfer,6.9
18000000,4.504377,24911670,121,Catch-22,6.7
0,10.529143,24007324,86,Observe and Report,5.6
18000000,18.379124,100000000,103,Conan the Destroyer,5.8
18000000,35.524457,23000000,129,Raging Bull,7.7
18000000,13.472365,36133014,109,Love Happens,5.6
18000000,8.321586,0,109,Young Sherlock Holmes,6.7
0,7.668063,0,107,Fame,5.5
18000000,52.464877,35692920,94,127 Hours,7
0,11.423533,0,94,Small Time Crooks,6.4
18000000,6.961736,17200925,115,Center Stage,6.8
17000000,9.191187,24000000,107,Love the Coopers,5.4
18000000,4.492859,16702864,92,Catch That Kid,4.9
18000000,5.706767,0,125,Life as a House,7.2
30000000,53.670525,34441873,122,Steve Jobs,6.8
18000000,14.15192,0,102,"I Love You, Beth Cooper",5.1
18000000,13.462544,0,87,Youth in Revolt,5.9
18000000,11.725805,2945600,98,The Legend of the Lone Ranger,3.7
21000000,7.047975,28008462,109,The Tailor of Panama,6.2
18000000,13.628601,12000000,108,Blow Out,7.3
18000000,16.520516,10501938,90,Getaway,4.9
18000000,14.916264,8038061,112,The Ice Storm,6.9
18000000,9.633711,25312387,94,And So It Goes,5.7
0,3.455018,0,105,Troop Beverly Hills,5.6
0,1.946634,0,104,Being Julia,6.4
17000000,12.313143,6735922,117,Nine 1/2 Weeks,5.8
18000000,3.258422,14110013,108,Dragonslayer,6.5
0,3.659292,0,112,The Last Station,6.7
18000000,24.548633,5887457,127,Ed Wood,7.3
18000000,17.683563,20275812,111,Labor Day,6.7
18000000,10.1449,26527510,120,Mongol: The Rise of Genghis Khan,6.5
18000000,31.887978,25739015,114,RockNRolla,6.9
0,1.110179,0,99,Megaforce,3.5
0,9.814785,0,242,Hamlet,7.3
25000000,1.876811,20719451,117,Mao's Last Dancer,6.8
18000000,32.717853,6212282,112,Midnight Special,6.2
0,8.945081,0,108,Anything Else,6.2
18000000,13.916583,22309223,116,The Railway Man,6.7
15238800,17.94739,0,144,The White Ribbon,7.2
0,2.525569,0,90,Restoration,5.3
2700000,10.47644,3500000,93,The Wraith,5.9
18000000,10.991281,676698,103,Salton Sea,7
18000000,7.871686,7972967,93,Metallica: Through the Never,6.7
18000000,6.333869,382174,98,The Informers,4.4
18000000,1.138383,871279,338,Carlos,6.7
18000000,8.266124,0,114,I Come with the Rain,5.6
0,0.910529,0,121,One Man's Hero,9.3
3500000,18.025206,34000000,96,Day of the Dead,6.9
18000000,10.144222,0,92,I Am Wrath,4.5
18000000,9.244181,1831348,105,Renaissance,6.7
17900000,12.752463,6948633,89,Red Sonja,5
14000000,22.748174,13551174,119,Red Lights,6
20000000,33.436092,121463226,113,Superbad,7
0,3.107371,90508336,103,Madea Goes to Jail,6.4
18000000,7.922639,0,90,Wolves,5.7
23000000,28.973074,150816700,98,Step Up 2: The Streets,6.5
15000000,23.980329,51053787,80,Hoodwinked!,5.9
17500000,28.60542,38000000,121,Hotel Rwanda,7.5
24000000,42.669304,99965753,89,Hitman,5.9
17500000,7.180403,7018189,93,Black Nativity,5.8
18000000,21.638673,266586800,93,The Prince,4.6
0,2.64486,0,116,City of Ghosts,5.4
0,25.881355,0,101,The Others,7.4
18500000,67.66094,183316455,137,Aliens,7.7
17000000,20.786616,72070731,170,My Fair Lady,7.4
17000000,27.654472,125586134,100,I Know What You Did Last Summer,5.6
17000000,70.668923,136621271,104,Let's Be Cops,6.4
16000000,23.425431,109502303,126,Sideways,6.9
17500000,14.304444,19179969,110,Beerfest,5.8
300000,30.301307,70000000,91,Halloween,7.4
17000000,3.56033,0,87,Good Boy!,4.7
17000000,7.210095,71625195,123,The Best Man Holiday,6.7
17000000,23.491962,57103895,109,Smokin' Aces,6.4
20000000,36.133536,136150434,90,Saw: The Final Chapter,5.8
17000000,14.18136,0,94,40 Days and 40 Nights,5.2
17000000,12.709227,30331165,81,A Night at the Roxbury,5.9
17000000,24.054062,43165571,86,Beastly,6
15000000,35.107857,69623713,107,The Hills Have Eyes,6.1
0,10.149569,0,98,Dickie Roberts: Former Child Star,5.1
0,14.023082,45710059,128,"McFarland, USA",7.4
0,9.054803,0,99,Lottery Ticket,5.6
20000000,5.422285,21170563,105,ATL,6
17000000,32.746486,115350426,112,Pitch Perfect,7.3
34000000,3.960098,19693891,108,Summer Catch,4.8
0,10.178917,0,121,A Simple Plan,6.9
17000000,4.544216,0,89,They,4.6
0,2.184708,0,89,Larry the Cable Guy: Health Inspector,3.3
0,3.09159,0,73,The Adventures of Elmo in Grouchland,6.3
17000000,18.790102,29536299,133,Brooklyn's Finest,6.2
17000000,3.321095,10000000,154,55 Days at Peking,6.3
17000000,33.912116,97542952,91,Evil Dead,6.4
17000000,5.787891,20455276,95,My Life in Ruins,5.6
17000000,7.864011,7314027,107,American Dreamz,4.9
17000000,17.062117,19300000,90,Superman IV: The Quest for Peace,4.1
0,1.782666,0,94,How She Move,3
17000000,19.311572,9500000,122,Running Scared,7
0,2.897449,0,120,Bobby Jones: Stroke of Genius,5.5
17000000,0.138564,0,97,Shanghai Surprise,2.9
40000000,36.960953,86915017,110,The Illusionist,7.1
17000000,1.15641,2000000,102,Roar,5.6
17000000,9.583578,1569918,98,Veronica Guerin,6.8
17000000,25.112567,3758328,120,Escobar: Paradise Lost,6.1
17000000,9.349386,374743,144,Southland Tales,5.2
15000000,8.884405,0,80,Dragon Hunters,6.5
17000000,2.215261,8720000,91,Damnation Alley,5
17000000,6.385234,9627492,82,The Apparition,4.5
16500000,20.935169,0,102,My Girl,7
16800000,4.358255,2281089,122,Fur: An Imaginary Portrait of Diane Arbus,5.8
15000000,24.898687,43848069,126,Wall Street,7
16500000,20.898711,135000000,136,Sense and Sensibility,7.2
16500000,18.236284,37311672,120,Becoming Jane,6.9
16500000,10.74648,13620075,108,Sydney White,6
16500000,12.102725,16942795,126,House of Sand and Fog,7
16400000,55.458584,235860116,129,Dead Poets Society,8.1
16000000,35.777067,247275374,107,Dumb and Dumber,6.5
16000000,18.430419,92823546,96,When Harry Met Sally...,7.3
16000000,7.980632,53977250,129,The Verdict,7.4
16000000,14.759948,119754278,93,Road Trip,5.9
0,9.229999,0,106,Varsity Blues,6
15000000,29.943316,133432856,100,The Artist,7.3
16000000,15.788784,76514050,87,The Unborn,4.8
16000000,41.083914,68263166,94,Moonrise Kingdom,7.6
16000000,21.380635,0,91,The Texas Chainsaw Massacre: The Beginning,5.9
18500000,1.884558,6490401,120,The Young Messiah,6.4
0,4.382761,0,80,The Master of Disguise,3.7
19000000,90.809408,83258226,118,Pan's Labyrinth,7.6
0,6.579017,0,94,See Spot Run,4.8
16000000,7.854989,29381649,130,Baby Boy,7.4
16000000,11.807269,40492759,91,The Roommate,5.3
17700000,15.976335,30987695,91,Joe Dirt,5.5
15000000,10.484642,30102717,110,Double Impact,5.3
12000000,38.623178,80573774,121,Hot Fuzz,7.4
16000000,8.8321,50007546,114,The Women,4.6
15000000,32.758254,96408652,96,Vicky Cristina Barcelona,6.7
25000000,6.091033,0,139,Arn: The Knight Templar,6.4
16000000,9.119797,20627372,94,Boys and Girls,5.4
0,9.423866,0,109,White Oleander,7.2
16000000,32.257414,31556061,100,Jennifer's Body,5.3
16000000,3.021835,15427192,96,Drowning Mona,5.4
16000000,7.612849,0,90,Radio Days,7
20000000,36.764666,0,113,Remember Me,6.9
0,3.199784,0,99,How to Deal,5.7
20000000,9.455596,13854000,108,My Stepmother is an Alien,5.3
26000000,44.301745,206678440,125,Philadelphia,7.6
16000000,19.890428,18564088,100,The Thirteenth Floor,6.8
16000000,0.830596,12,97,The Cookout,4.6
0,2.637355,0,107,Meteor,5.1
0,2.25453,0,112,Duets,5.5
16000000,8.711782,0,112,Hollywood Ending,6.4
6500000,5.700333,4217115,95,Detroit Rock City,6.7
16000000,29.253833,5900000,116,Highlander,6.8
16000000,8.842869,2849142,113,Things We Lost in the Fire,6.7
16000000,2.848727,1686429,97,Steel,4.3
16000000,13.832464,5867686,117,The Immigrant,6.2
0,4.488547,0,135,The White Countess,6.9
20000000,38.802415,24261569,101,Trance,6.5
16000000,9.400404,14822346,86,Soul Plane,4.7
11000000,18.923181,53191886,106,Welcome to the Sticks,6.8
0,2.397987,0,96,Good,6.3
13000000,20.39955,754249,161,Enter the Void,7.2
16000000,7.251897,0,93,Vamps,4.8
16000000,43.217089,47801389,93,Hachi: A Dog's Tale,7.7
16000000,14.529496,0,110,Zulu,6.7
16000000,20.59148,3442853,122,The Homesman,6.4
15600000,2.244947,0,91,Juwanna Mann,4.2
0,1.326264,0,115,Ararat,5.7
0,0.212108,0,99,Madison,5.3
15500000,6.630856,1237615,93,Slow Burn,5.5
15300000,18.20957,0,94,Wasabi,6.2
15500000,17.327279,0,95,Slither,6.3
15000000,29.843818,316360478,105,Beverly Hills Cop,6.8
18000000,2.186927,476684675,103,Home Alone,7.1
0,12.335827,0,102,Three Men and a Baby,5.8
21000000,20.818567,177200000,116,Tootsie,6.9
15000000,58.900647,356830601,110,Top Gun,6.7
17000000,45.742254,213525736,120,"Crouching Tiger, Hidden Dragon",7.2
15000000,80.878605,356296601,122,American Beauty,7.9
15000000,54.053576,414211549,118,The King's Speech,7.6
15000000,17.638286,216614388,107,Twins,5.7
15000000,3.803495,317000,102,The Yellow Handkerchief,6.4
15000000,17.571533,146292009,154,The Color Purple,7.7
16000000,4.628525,11301649,120,Tidal Wave,6.5
14000000,145.364591,233555708,113,The Imitation Game,8
0,12.18838,0,109,Private Benjamin,6
15000000,3.826685,67182787,125,Coal Miner's Daughter,7.2
15000000,21.095489,75700498,92,Diary of a Wimpy Kid,5.9
15000000,47.455148,146497771,100,Mama,6
15000000,22.838834,61399552,98,National Lampoon's Vacation,7.1
15000000,27.165222,151831537,92,Bad Grandpa,6
15000000,19.113278,123384128,103,The Queen,6.8
15000000,58.553213,73326666,92,Beetlejuice,7.1
15000000,2.005111,55184721,113,Why Did I Get Married?,6.1
18000000,16.418639,0,115,Little Women,7
17000000,43.675191,127730736,95,The Woman in Black,6.1
15000000,4.688212,66966987,87,When a Stranger Calls,5.4
15000000,9.125594,52970014,88,Big Fat Liar,5.6
15000000,19.786392,50000000,183,The Deer Hunter,7.8
15000000,13.581966,64256513,97,Wag the Dog,6.7
17000000,11.927667,55534455,94,The Lizzie McGuire Movie,5.7
35000000,30.556135,42930462,112,Snitch,5.8
15000000,31.565117,61548707,98,Krampus,5.9
15000000,21.535126,40283321,104,The Faculty,6.2
0,7.921311,0,118,What's Love Got to Do with It,6.9
15000000,19.284129,44862187,104,Cop Land,6.6
16000000,23.423082,66468332,89,Not Another Teen Movie,5.5
7000000,49.517264,48126384,109,End of Watch,7.2
15000000,11.375032,35007180,106,The Skulls,5.8
15000000,61.182331,123726688,123,The Theory of Everything,7.8
0,7.314796,0,86,Malibu's Most Wanted,4.7
15000000,6.857923,33771174,120,Where the Heart Is,6.9
15000000,41.286336,69995385,216,Lawrence of Arabia,7.8
15000000,12.929525,39421467,105,Halloween II,5.1
15000000,42.952942,52501541,115,Wild,7
15000000,19.760383,32721635,110,The Last House on the Left,6.2
15000000,10.194097,47175038,88,The Wedding Date,6.2
13000000,11.045593,37664855,94,Halloween: Resurrection,4.5
16000000,44.533612,30857814,98,The Princess Bride,7.6
15000000,10.84158,30226144,126,The Great Debaters,6.9
15000000,49.294864,78054825,100,Drive,7.4
15000000,7.424798,29331068,89,Confessions of a Teenage Drama Queen,5.1
15000000,5.164281,46905889,111,The Object of My Affection,5.6
15000000,34.759855,64238440,100,28 Weeks Later,6.5
15000000,7.297757,30127963,115,When the Game Stands Tall,6.3
14000000,3.334804,32645546,106,Because of Winn-Dixie,6.1
20000000,2.027393,27728118,124,Love & Basketball,7.4
0,13.817269,28084357,107,Grosse Pointe Blank,6.9
15000000,13.237835,40105542,99,All About Steve,4.7
0,3.890223,0,90,Book of Shadows: Blair Witch 2,4.3
15000000,19.517239,24769466,101,The Craft,6.3
15000000,30.669913,85306374,124,Match Point,7.3
0,9.681147,0,103,Ramona and Beezus,6.1
11500000,15.355589,23237911,134,The Remains of the Day,7.5
15000000,19.85579,43101594,155,Boogie Nights,7.5
0,11.689337,0,94,Nowhere to Run,5.5
15000000,3.043589,21000000,95,Flicka,6.1
15000000,17.141376,0,89,The Hills Have Eyes 2,5.2
14000000,8.885017,38574362,97,Urban Legends: Final Cut,4.4
0,4.115398,0,90,Tuck Everlasting,6.4
20000000,7.679336,22165608,92,The Marine,5
15000000,18.268009,20566327,94,Keanu,6
15000000,7.809701,20529194,117,Country Strong,5.9
15000000,9.378688,17507368,84,Disturbing Behavior,5.5
15000000,35.395129,35485608,140,The Place Beyond the Pines,6.8
15000000,45.317278,32556119,108,The November Man,6
15000000,4.302941,0,109,Eye of the Beholder,5.3
15000000,47.006162,42000000,131,The Hurt Locker,7.2
15000000,11.379652,17080167,114,Firestarter,5.9
15000000,24.612603,37930465,97,Killing Them Softly,5.8
15000000,26.708193,31554855,121,A Most Wanted Man,6.5
0,8.710294,0,87,Freddy Got Fingered,4.6
0,1.800119,0,85,VeggieTales: The Pirates Who Don't Do Anything,5.9
15000000,0.335195,22730842,85,U2 3D,6.7
25000000,11.782725,15843608,87,Highlander: Endgame,4.4
0,2.711955,0,121,Idlewild,5.1
15000000,16.629173,59389433,107,One Day,7
15000000,20.05902,16633035,111,Whip It,6.7
15000000,8.113634,12000000,92,Knockaround Guys,5.9
0,9.87419,0,97,Confidence,6.4
0,2.857936,0,97,The Muse,5.3
20000000,3.138118,0,125,De-Lovely,6.3
15000000,6.684096,0,124,New York Stories,6.2
0,0.722911,0,76,Barney's Great Adventure,2.9
15000000,17.672021,15608545,96,The Man with the Iron Fists,5.2
15000000,3.033471,10443316,93,Home Fries,4.8
0,3.313257,0,96,Here On Earth,5.4
15000000,41.089863,0,132,Brazil,7.5
15000000,10.9071,14867514,103,Raise Your Voice,6
15000000,49.230089,46189568,117,The Big Lebowski,7.8
15000000,11.429607,10903846,116,Black Snake Moan,6.6
15000000,6.373316,9237470,118,Dark Blue,6.5
16000000,9.717392,18928871,100,A Mighty Heart,6.7
15000000,8.074807,9902115,94,Whatever It Takes,5
20000000,7.034752,8586376,94,Boat Trip,4.7
0,7.250379,0,97,The Importance of Being Earnest,6.7
0,0.116873,0,98,The Love Letter,4.7
0,7.712206,0,91,Hoot,5.5
15000000,25.329493,34533783,107,In Bruges,7.4
15,5.112809,0,95,Peeples,5.6
15000000,13.832376,8762890,102,The Rocker,5.6
15000000,7.446069,6405245,89,Post Grad,5
15000000,13.568302,8138788,106,Promised Land,6
15000000,21.857387,35097815,92,Whatever Works,6.8
15000000,0.249245,5217498,105,The In Crowd,4.7
15000000,12.163832,12036149,121,The Three Burials of Melquiades Estrada,7
0,8.962245,0,120,Jakob the Liar,6
15000000,32.690038,15785148,103,Kiss Kiss Bang Bang,7.2
25000000,8.583217,4152230,92,Idle Hands,6.1
15000000,31.60985,20117339,147,Mulholland Drive,7.6
0,12.295216,0,98,Blood and Chocolate,5.4
22000000,12.4654,0,98,You Will Meet a Tall Dark Stranger,5.8
15000000,30.983397,9455232,104,Never Let Me Go,6.8
0,1.485324,0,276,The Company,7
15000000,11.428903,5926410,111,Transsiberian,6.5
15000000,5.484679,0,98,The Clan of the Cave Bear,4.8
0,5.770246,0,111,Crazy in Alabama,6.5
15000000,15.175289,7938872,112,Funny Games,6.3
0,2.414721,0,100,Listening,5.5
0,0.470645,0,116,Felicia's Journey,6.6
92620000,32.351527,650422,153,Metropolis,8
12000000,17.493735,9584131,84,District B13,6.5
8000000,6.932221,529766,116,Things to Do in Denver When You're Dead,6.7
15000000,8.142166,632542,105,The Assassin,6.6
15000000,6.329672,0,98,Buffalo Soldiers,6.5
0,7.744166,0,105,The Return,7.4
8500000,9.029489,8936663,98,Ong Bak 2,6
12000000,22.708647,6814789,97,Centurion,5.9
15000000,2.609057,76382,93,Silent Trigger,5
15000000,19.913961,3533227,98,The Midnight Meat Train,6
15000000,1.897761,0,107,Winnie Mandela,5.2
15000000,7.701186,0,90,The Son of No One,4.8
15000000,1.833058,23000,99,All The Queen's Men,6.1
15000000,12.185204,20380,93,The Good Night,5.7
0,2.500218,0,141,Bathory: Countess of Blood,5.6
20000000,6.459787,27187375,85,Khumba,5.8
7000000,49.808505,,110,Automata,5.6
0,4.901936,,105,Dungeons & Dragons: Wrath of the Dragon God,4.8
15000000,0.738646,,,Chiamatemi Francesco - Il Papa della gente,7.3
15000000,5.294319,,119,Shinjuku Incident,6.7
0,0.165367,,124,Pandaemonium,4.5
14600000,52.744331,70906973,101,Groundhog Day,7.4
14800000,29.660993,122513057,115,Magic Mike XXL,6.3
14500000,41.493042,147298761,120,Romeo + Juliet,6.7
10000000,10.072199,17511906,111,Sarah's Key,7.2
14500000,4.389363,0,98,Freedom,5.8
14000000,37.380435,159157447,131,Unforgiven,7.7
14200000,7.05145,674918,139,Manderlay,6.9
15000000,59.258969,377910544,120,Slumdog Millionaire,7.6
14000000,16.742972,320145693,119,Fatal Attraction,6.6
14000000,45.473484,463000000,119,Pretty Woman,7
0,15.474831,239606210,110,Crocodile Dundee II,5.5
0,4.289676,0,101,Broken Horses,5
14000000,25.949277,161001698,145,Born on the Fourth of July,6.7
14000000,22.409117,154864401,98,Cool Runnings,6.8
15000000,13.706357,100734718,101,My Bloody Valentine,5.3
13000000,6.92205,75511123,114,Stomp the Yard,6.1
14000000,27.17347,185438673,125,The Spy Who Loved Me,6.6
14000000,12.159009,72527595,99,Urban Legend,5.6
0,4.448494,0,111,Good Deeds,6.2
14000000,13.13724,34793160,107,White Fang,6.5
0,4.04701,0,81,Superstar,5.1
13000000,23.3784,114956699,105,The Iron Lady,6.2
0,1.446172,0,82,Jonah: A VeggieTales Movie,6.4
14000000,3.650857,27515786,109,Poetic Justice,6.9
14000000,5.102258,25482931,95,All About the Benjamins,5.8
14000000,6.772615,19800000,100,Vampire in Brooklyn,4.5
14000000,11.543363,30749142,118,Exorcist II: The Heretic,4.5
0,7.436315,0,83,An American Haunting,5.3
14000000,14.813614,0,83,My Boss's Daughter,4.4
